Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,43668.710938,43705.359375,43439.679688,43541.019531,43541.019531,46721800
2020-01-02,43739.519531,44521.519531,43716.488281,44437.230469,44437.230469,95180400
2020-01-03,44355.210938,44742.980469,44177.910156,44624.851563,44624.851563,103484500
2020-01-06,44489.96875,44571.738281,44287.128906,44495.300781,44495.300781,86928400
2020-01-07,44522.359375,44588.269531,44018.058594,44157.808594,44157.808594,137546300
2020-01-08,44160.550781,44515.988281,44078.410156,44470.910156,44470.910156,144629400
2020-01-09,44452.738281,44621.578125,44378.78125,44572.171875,44572.171875,173852300
2020-01-10,44593.890625,44909.441406,44529.511719,44660.328125,44660.328125,135840900
2020-01-13,44720.351563,44944.25,44584.660156,44847.46875,44847.46875,149580500
2020-01-14,44804.550781,44818.929688,44379.378906,44773.238281,44773.238281,171978900
2020-01-15,44726.71875,44848.070313,44412.609375,44453.328125,44453.328125,179445600
2020-01-16,44530.691406,45354.53125,44513.46875,45303.078125,45303.078125,190177600
2020-01-17,45311.730469,45885.441406,45256.308594,45817.761719,45817.761719,173859200
2020-01-20,45811.160156,45955.410156,45755.929688,45902.679688,45902.679688,32099800
2020-01-21,45807.230469,45831.289063,45380.988281,45637.320313,45637.320313,135382200
2020-01-22,45658.660156,45902.261719,45562.289063,45604.441406,45604.441406,158784400
2020-01-23,45502.339844,45516.78125,45145.980469,45476.429688,45476.429688,198093000
2020-01-24,45493.96875,45528.679688,45091.648438,45141.621094,45141.621094,142721200
2020-01-27,44802.730469,44807.828125,44039.109375,44134.390625,44134.390625,126493100
2020-01-28,44206.679688,44811.519531,44206.679688,44717.941406,44717.941406,126852800
2020-01-29,44858.378906,45198.710938,44683.589844,45132.601563,45132.601563,166379800
2020-01-30,45088.101563,45088.101563,44635.921875,44862.761719,44862.761719,160392700
2020-01-31,44759.898438,44829.921875,44079.390625,44108.308594,44108.308594,312755900
2020-02-04,44330.96875,45136.820313,44330.96875,45047.070313,45047.070313,230415400
2020-02-05,45252.609375,45489.25,44686.960938,44782.859375,44782.859375,160083000
2020-02-06,44870.058594,44966.371094,44417.101563,44493.148438,44493.148438,140863100
2020-02-07,44407.160156,44466.300781,44010.710938,44399.328125,44399.328125,109892200
2020-02-10,44390.359375,44421.421875,43996.800781,44290.53125,44290.53125,127396100
2020-02-11,44379.179688,45222.898438,44307.46875,45027.410156,45027.410156,151710800
2020-02-12,45193.578125,45645.929688,45143.691406,45338.371094,45338.371094,271163000
2020-02-13,45338.371094,45338.371094,44784.210938,45005.121094,45005.121094,177633700
2020-02-14,45122.578125,45150.351563,44850.511719,44999.679688,44999.679688,131042300
2020-02-17,44996.421875,45059.671875,44873.480469,45016.960938,45016.960938,32139500
2020-02-18,44991.011719,45183.578125,44901.039063,44974.109375,44974.109375,133300100
2020-02-19,45046.019531,45166.03125,44716.308594,44901.5,44901.5,174543900
2020-02-20,44956.460938,45050.621094,44580.691406,44774.539063,44774.539063,182720500
2020-02-21,44810.628906,45020.441406,44600.988281,44802.539063,44802.539063,146648800
2020-02-24,43988.769531,44115.828125,43523.21875,43818.070313,43818.070313,163769200
2020-02-25,43939.808594,43943.730469,42981.839844,43045.679688,43045.679688,177163100
2020-02-26,43148.378906,43376.890625,42684.359375,42737.28125,42737.28125,236279700
2020-02-27,42512.398438,42512.398438,41522.929688,41607.421875,41607.421875,221635400
2020-02-28,41183.75,41577.550781,39838.039063,41324.308594,41324.308594,380959200
2020-03-02,41391.089844,42347.460938,41373.871094,42167.238281,42167.238281,267176100
2020-03-03,42209.289063,43113.808594,42110.160156,42472.25,42472.25,241737100
2020-03-04,42711.710938,43462.269531,42711.710938,43404.761719,43404.761719,157320300
2020-03-05,43263.75,43279.570313,42136.078125,42344.859375,42344.859375,142960000
2020-03-06,42134.148438,42134.148438,41201.671875,41388.78125,41388.78125,167489000
2020-03-09,40101.871094,40265.371094,38646.371094,38730.558594,38730.558594,206509000
2020-03-10,39502.230469,39759.96875,38883.078125,39565.441406,39565.441406,260716900
2020-03-11,39248.488281,39248.488281,38409.558594,38678.550781,38678.550781,246658100
2020-03-12,38371.148438,38371.148438,35003.488281,36636.699219,36636.699219,338781100
2020-03-13,37487.679688,38258.898438,37248.019531,38085.050781,38085.050781,281966000
2020-03-17,36660.128906,37070.570313,34775.230469,36862.839844,36862.839844,495328300
2020-03-18,36096.761719,37180.558594,35439.941406,35532.738281,35532.738281,293107400
2020-03-19,35566.421875,35576.910156,34213.28125,35143.628906,35143.628906,232076100
2020-03-20,35284.699219,35456.480469,33894.96875,34269.511719,34269.511719,703945600
2020-03-23,34481.300781,34721.679688,32646.960938,32964.21875,32964.21875,186601700
2020-03-24,33338.378906,35148.089844,33338.378906,34371.53125,34371.53125,246843900
2020-03-25,34547.578125,36493.898438,34369.480469,35536.699219,35536.699219,211798800
2020-03-26,35517.910156,36655.230469,35493.949219,35706.570313,35706.570313,223230700
2020-03-27,34951.308594,35043.398438,33720.148438,33799.488281,33799.488281,270719300
2020-03-30,33978.738281,34334.441406,33978.738281,34199.96875,34199.96875,164060600
2020-03-31,34239.109375,35208.019531,34074.578125,34554.53125,34554.53125,377848300
2020-04-01,34098.859375,34118,33443.519531,33691.878906,33691.878906,209106900
2020-04-02,33686.089844,34330.378906,33372.429688,33590.621094,33590.621094,186445500
2020-04-03,33708.519531,33896.28125,32503.25,33075.410156,33075.410156,170642000
2020-04-06,33641.070313,34750.171875,33641.070313,34381.558594,34381.558594,182677600
2020-04-07,34688.320313,35162.46875,34361.300781,34526.308594,34526.308594,209742300
2020-04-08,34625.070313,34804.148438,34284.519531,34567.78125,34567.78125,173301800
2020-04-13,34694.03125,34833.558594,34414.691406,34613.671875,34613.671875,162653800
2020-04-14,34765.511719,35227.601563,34562.898438,34746.390625,34746.390625,183031600
2020-04-15,34593.578125,34618.398438,33805.199219,33855.238281,33855.238281,216587900
2020-04-16,33935.449219,34099.101563,33303.441406,33759.75,33759.75,251591100
2020-04-17,34190.019531,34923.761719,34190.019531,34743.101563,34743.101563,162231800
2020-04-20,34567.179688,34594.96875,34140.75,34477.058594,34477.058594,153774600
2020-04-21,34281.140625,34321.199219,33826.921875,33892.28125,33892.28125,122731100
2020-04-22,34183.390625,34463.128906,34105.480469,34223.851563,34223.851563,200294400
2020-04-23,34308.410156,34494.980469,34165.320313,34240.601563,34240.601563,197079500
2020-04-24,34361.019531,34773.140625,34113.320313,34586.820313,34586.820313,281220800
2020-04-27,34704.839844,35058.410156,34488.410156,34968.089844,34968.089844,198687100
2020-04-28,35065.761719,35888.46875,35065.761719,35830.808594,35830.808594,344904800
2020-04-29,36095.71875,36976.648438,36095.71875,36870.089844,36870.089844,196287600
